transcript_id	tissue_name	rpkm_mean	rpkm_std	rpkm_median	coef_variation	max
ENST00000555688	Pituitary	8.429	2.044	8.238	0.242497798261	13.765
ENST00000555688	Brain - Substantia nigra	18.375	5.145	18.567	0.279995014956	29.362
ENST00000555688	Cells - EBV-transformed lymphocytes	0.462	0.481	0.320	1.04131775921	2.128
ENST00000457942	Thyroid	0.533	0.406	0.484	0.762528505425	1.679
ENST00000457942	Testis	0.603	0.468	0.535	0.77668868989	1.855
ENST00000457942	Brain - Anterior cingulate cortex (BA24)	0.195	0.217	0.164	1.1091148944	0.848
ENST00000457942	Skin - Not Sun Exposed (Suprapubic)	0.984	0.735	0.847	0.746941118616	2.945
ENST00000457942	Ovary	1.166	0.951	0.965	0.815772109311	3.857
ENST00000457942	Vagina	0.738	0.472	0.711	0.639726413198	2.116
ENST00000457942	Heart - Atrial Appendage	0.836	0.617	0.671	0.738342395857	2.613
ENST00000457942	Esophagus - Muscularis	0.754	0.619	0.624	0.820048483972	2.400
ENST00000457942	Brain - Cerebellar Hemisphere	0.417	0.336	0.345	0.806410199586	1.478
ENST00000457942	Small Intestine - Terminal Ileum	0.763	0.472	0.712	0.618597685136	1.905
ENST00000457942	Breast - Mammary Tissue	0.886	0.651	0.789	0.735018186948	2.743
ENST00000457942	Stomach	0.564	0.490	0.455	0.868664103221	1.816
ENST00000457942	Brain - Cerebellum	0.362	0.311	0.293	0.857329747947	1.168
ENST00000457942	Esophagus - Mucosa	0.881	0.726	0.773	0.824279845728	2.941
ENST00000457942	Brain - Putamen (basal ganglia)	0.155	0.172	0.154	1.10894846833	0.645
ENST00000457942	Artery - Coronary	0.495	0.385	0.431	0.777808238456	1.470
ENST00000457942	Liver	0.145	0.198	0.000	1.36326207197	0.722
ENST00000457942	Esophagus - Gastroesophageal Junction	0.736	0.633	0.578	0.860228528504	2.490
ENST00000457942	Brain - Hypothalamus	0.185	0.208	0.145	1.12696749404	0.800
ENST00000457942	Colon - Transverse	0.780	0.558	0.718	0.715953746851	2.323
ENST00000457942	Prostate	0.370	0.391	0.288	1.05520920087	1.507
ENST00000457942	Brain - Amygdala	0.248	0.275	0.189	1.11224478149	0.827
ENST00000457942	Pancreas	0.479	0.476	0.385	0.992113327317	1.971
ENST00000457942	Adipose - Subcutaneous	0.913	0.589	0.867	0.644876519454	2.573
ENST00000457942	Skin - Sun Exposed (Lower leg)	0.883	0.670	0.739	0.758470294299	2.912
ENST00000457942	Spleen	0.350	0.369	0.271	1.05408242218	1.493
ENST00000457942	Brain - Hippocampus	0.168	0.208	0.000	1.23601341639	0.732
ENST00000457942	Heart - Left Ventricle	0.800	0.744	0.586	0.929707111557	2.912
ENST00000457942	Brain - Cortex	0.152	0.188	0.000	1.23946723552	0.748
ENST00000457942	Muscle - Skeletal	2.863	1.689	2.648	0.589905292899	7.728
ENST00000457942	Brain - Spinal cord (cervical c-1)	0.169	0.224	0.000	1.32756651321	0.786
ENST00000457942	Uterus	0.773	0.588	0.656	0.759971857491	2.345
ENST00000457942	Brain - Nucleus accumbens (basal ganglia)	0.345	0.363	0.278	1.05107354702	1.452
ENST00000457942	Brain - Caudate (basal ganglia)	0.251	0.240	0.212	0.957142395239	1.075
ENST00000457942	Minor Salivary Gland	0.833	0.525	0.799	0.629527954015	2.093
ENST00000457942	Artery - Aorta	0.611	0.493	0.585	0.80791858261	1.912
ENST00000457942	Whole Blood	0.526	0.477	0.407	0.906509691607	1.927
ENST00000457942	Kidney - Cortex	0.462	0.333	0.436	0.721017869335	1.293
ENST00000457942	Nerve - Tibial	0.472	0.383	0.415	0.810220262461	1.650
ENST00000457942	Brain - Frontal Cortex (BA9)	0.186	0.207	0.156	1.1166410636	0.755
ENST00000457942	Adipose - Visceral (Omentum)	0.839	0.620	0.756	0.739087535409	2.607
ENST00000457942	Adrenal Gland	0.951	0.724	0.819	0.76159612122	2.852
ENST00000457942	Lung	0.689	0.575	0.555	0.835713491634	2.431
ENST00000457942	Cells - Transformed fibroblasts	2.469	1.292	2.367	0.523312574154	6.088
ENST00000457942	Artery - Tibial	0.899	0.650	0.788	0.722209846615	2.894
ENST00000457942	Colon - Sigmoid	0.695	0.611	0.544	0.878930118847	2.351
ENST00000457942	Pituitary	0.410	0.362	0.311	0.881515369536	1.372
ENST00000457942	Brain - Substantia nigra	0.303	0.302	0.264	0.998613947352	1.008
ENST00000457942	Cells - EBV-transformed lymphocytes	4.001	1.686	3.931	0.421375569799	7.915
ENST00000509518	Thyroid	0.000	0.000	0.000	0	0.000
ENST00000509518	Testis	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Anterior cingulate cortex (BA24)	0.000	0.000	0.000	0	0.000
ENST00000509518	Skin - Not Sun Exposed (Suprapubic)	0.000	0.000	0.000	0	0.000
ENST00000509518	Ovary	0.000	0.000	0.000	0	0.000
ENST00000509518	Vagina	0.000	0.000	0.000	0	0.000
ENST00000509518	Heart - Atrial Appendage	0.000	0.000	0.000	0	0.000
ENST00000509518	Esophagus - Muscularis	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Cerebellar Hemisphere	0.000	0.000	0.000	0	0.000
ENST00000509518	Small Intestine - Terminal Ileum	0.000	0.000	0.000	0	0.000
ENST00000509518	Breast - Mammary Tissue	0.000	0.000	0.000	0	0.000
ENST00000509518	Stomach	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Cerebellum	0.000	0.000	0.000	0	0.000
ENST00000509518	Esophagus - Mucosa	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Putamen (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000509518	Artery - Coronary	0.000	0.000	0.000	0	0.000
ENST00000509518	Liver	0.000	0.000	0.000	0	0.000
ENST00000509518	Esophagus - Gastroesophageal Junction	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Hypothalamus	0.000	0.000	0.000	0	0.000
ENST00000509518	Colon - Transverse	0.000	0.000	0.000	0	0.000
ENST00000509518	Prostate	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Amygdala	0.000	0.000	0.000	0	0.000
ENST00000509518	Pancreas	0.000	0.000	0.000	0	0.000
ENST00000509518	Adipose - Subcutaneous	0.000	0.000	0.000	0	0.000
ENST00000509518	Skin - Sun Exposed (Lower leg)	0.058	0.094	0.000	1.61324237639	0.366
ENST00000509518	Spleen	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Hippocampus	0.000	0.000	0.000	0	0.000
ENST00000509518	Heart - Left Ventricle	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Cortex	0.000	0.000	0.000	0	0.000
ENST00000509518	Muscle - Skeletal	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Spinal cord (cervical c-1)	0.000	0.000	0.000	0	0.000
ENST00000509518	Uterus	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Nucleus accumbens (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Caudate (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000509518	Minor Salivary Gland	0.000	0.000	0.000	0	0.000
ENST00000509518	Artery - Aorta	0.000	0.000	0.000	0	0.000
ENST00000509518	Whole Blood	0.000	0.000	0.000	0	0.000
ENST00000509518	Kidney - Cortex	0.000	0.000	0.000	0	0.000
ENST00000509518	Nerve - Tibial	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Frontal Cortex (BA9)	0.000	0.000	0.000	0	0.000
ENST00000509518	Adipose - Visceral (Omentum)	0.000	0.000	0.000	0	0.000
ENST00000509518	Adrenal Gland	0.000	0.000	0.000	0	0.000
ENST00000509518	Lung	0.000	0.000	0.000	0	0.000
ENST00000509518	Cells - Transformed fibroblasts	0.000	0.000	0.000	0	0.000
ENST00000509518	Artery - Tibial	0.000	0.000	0.000	0	0.000
ENST00000509518	Colon - Sigmoid	0.000	0.000	0.000	0	0.000
ENST00000509518	Pituitary	0.000	0.000	0.000	0	0.000
ENST00000509518	Brain - Substantia nigra	0.000	0.000	0.000	0	0.000
ENST00000509518	Cells - EBV-transformed lymphocytes	0.000	0.000	0.000	0	0.000
ENST00000518982	Thyroid	0.097	0.189	0.000	1.96105501929	0.712
ENST00000518982	Testis	0.557	0.478	0.515	0.858337023624	1.806
ENST00000518982	Brain - Anterior cingulate cortex (BA24)	0.000	0.000	0.000	0	0.000
ENST00000518982	Skin - Not Sun Exposed (Suprapubic)	1.034	0.942	0.907	0.910632562078	3.711
ENST00000518982	Ovary	0.014	0.040	0.000	2.94510283199	0.183
ENST00000518982	Vagina	0.299	0.377	0.120	1.26307097597	1.363
ENST00000518982	Heart - Atrial Appendage	0.065	0.105	0.000	1.61963612503	0.372
ENST00000518982	Esophagus - Muscularis	0.063	0.114	0.000	1.8052260989	0.427
ENST00000518982	Brain - Cerebellar Hemisphere	0.000	0.000	0.000	0	0.000
ENST00000518982	Small Intestine - Terminal Ileum	1.102	0.854	1.131	0.77485956177	3.592
ENST00000518982	Breast - Mammary Tissue	0.091	0.170	0.000	1.86283931884	0.632
ENST00000518982	Stomach	0.151	0.204	0.033	1.35245406894	0.815
ENST00000518982	Brain - Cerebellum	0.000	0.000	0.000	0	0.000
ENST00000518982	Esophagus - Mucosa	0.777	0.636	0.687	0.81868730159	2.554
ENST00000518982	Brain - Putamen (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000518982	Artery - Coronary	0.291	0.358	0.118	1.22968921467	1.215
ENST00000518982	Liver	0.549	0.541	0.423	0.986045865994	1.902
ENST00000518982	Esophagus - Gastroesophageal Junction	0.005	0.019	0.000	3.72255872155	0.109
ENST00000518982	Brain - Hypothalamus	0.034	0.072	0.000	2.12076656968	0.245
ENST00000518982	Colon - Transverse	0.743	0.794	0.474	1.06880395312	3.159
ENST00000518982	Prostate	0.184	0.285	0.000	1.55082652547	1.048
ENST00000518982	Brain - Amygdala	0.041	0.077	0.000	1.87217683588	0.246
ENST00000518982	Pancreas	0.143	0.193	0.000	1.35695378683	0.672
ENST00000518982	Adipose - Subcutaneous	0.186	0.282	0.000	1.51914687626	1.092
ENST00000518982	Skin - Sun Exposed (Lower leg)	0.691	0.685	0.523	0.991092939606	2.855
ENST00000518982	Spleen	0.288	0.362	0.055	1.25519396466	1.271
ENST00000518982	Brain - Hippocampus	0.000	0.000	0.000	0	0.000
ENST00000518982	Heart - Left Ventricle	0.000	0.000	0.000	0	0.000
ENST00000518982	Brain - Cortex	0.000	0.000	0.000	0	0.000
ENST00000518982	Muscle - Skeletal	0.000	0.000	0.000	0	0.000
ENST00000518982	Brain - Spinal cord (cervical c-1)	0.000	0.000	0.000	0	0.000
ENST00000518982	Uterus	0.000	0.000	0.000	0	0.000
ENST00000518982	Brain - Nucleus accumbens (basal ganglia)	0.027	0.061	0.000	2.24597948931	0.218
ENST00000518982	Brain - Caudate (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000518982	Minor Salivary Gland	0.230	0.257	0.148	1.11969404565	0.879
ENST00000518982	Artery - Aorta	0.123	0.162	0.000	1.31811455746	0.619
ENST00000518982	Whole Blood	0.000	0.000	0.000	0	0.000
ENST00000518982	Kidney - Cortex	0.397	0.371	0.360	0.934104951177	1.343
ENST00000518982	Nerve - Tibial	0.000	0.000	0.000	0	0.000
ENST00000518982	Brain - Frontal Cortex (BA9)	0.000	0.000	0.000	0	0.000
ENST00000518982	Adipose - Visceral (Omentum)	0.288	0.364	0.109	1.26444288922	1.355
ENST00000518982	Adrenal Gland	0.321	0.310	0.292	0.965547718445	1.111
ENST00000518982	Lung	0.678	0.665	0.568	0.981853749215	2.644
ENST00000518982	Cells - Transformed fibroblasts	0.653	0.580	0.538	0.887160192641	2.625
ENST00000518982	Artery - Tibial	0.119	0.190	0.000	1.60704103444	0.695
ENST00000518982	Colon - Sigmoid	0.059	0.111	0.000	1.87357555542	0.400
ENST00000518982	Pituitary	0.000	0.000	0.000	0	0.000
ENST00000518982	Brain - Substantia nigra	0.000	0.000	0.000	0	0.000
ENST00000518982	Cells - EBV-transformed lymphocytes	4.185	2.396	3.761	0.572464524042	10.994
ENST00000414784	Thyroid	0.142	0.197	0.000	1.38724801503	0.690
ENST00000414784	Testis	0.470	0.407	0.366	0.864654133218	1.584
ENST00000414784	Brain - Anterior cingulate cortex (BA24)	0.528	0.394	0.467	0.745557003119	1.579
ENST00000414784	Skin - Not Sun Exposed (Suprapubic)	0.188	0.207	0.172	1.10391472008	0.801
ENST00000414784	Ovary	0.326	0.326	0.288	1.0006109527	1.157
ENST00000414784	Vagina	0.179	0.231	0.000	1.28579428047	0.766
ENST00000414784	Heart - Atrial Appendage	0.281	0.293	0.258	1.04407870606	1.144
ENST00000414784	Esophagus - Muscularis	0.272	0.279	0.248	1.02464809346	1.059
ENST00000414784	Brain - Cerebellar Hemisphere	0.470	0.324	0.421	0.690750712668	1.262
ENST00000414784	Small Intestine - Terminal Ileum	0.161	0.188	0.000	1.17133062074	0.702
ENST00000414784	Breast - Mammary Tissue	0.152	0.200	0.000	1.31654848095	0.753
ENST00000414784	Stomach	0.129	0.181	0.000	1.40760914269	0.707
ENST00000414784	Brain - Cerebellum	0.438	0.338	0.429	0.772799919672	1.379
ENST00000414784	Esophagus - Mucosa	0.081	0.138	0.000	1.70359335963	0.523
ENST00000414784	Brain - Putamen (basal ganglia)	0.512	0.389	0.453	0.759299017617	1.479
ENST00000414784	Artery - Coronary	0.156	0.205	0.000	1.31297555476	0.727
ENST00000414784	Liver	0.124	0.174	0.000	1.40470847829	0.619
ENST00000414784	Esophagus - Gastroesophageal Junction	0.239	0.243	0.254	1.01389619482	0.933
ENST00000414784	Brain - Hypothalamus	0.564	0.410	0.566	0.726947865283	1.602
ENST00000414784	Colon - Transverse	0.153	0.195	0.000	1.27843819717	0.742
ENST00000414784	Prostate	0.196	0.244	0.000	1.24559612933	0.841
ENST00000414784	Brain - Amygdala	0.486	0.420	0.402	0.8641513558	1.720
ENST00000414784	Pancreas	0.171	0.214	0.000	1.25062081591	0.753
ENST00000414784	Adipose - Subcutaneous	0.113	0.158	0.000	1.394906719	0.643
ENST00000414784	Skin - Sun Exposed (Lower leg)	0.211	0.228	0.215	1.08157639943	0.892
ENST00000414784	Spleen	0.166	0.212	0.000	1.27696676794	0.749
ENST00000414784	Brain - Hippocampus	0.441	0.345	0.374	0.78251748379	1.316
ENST00000414784	Heart - Left Ventricle	0.212	0.230	0.200	1.08244868763	0.848
ENST00000414784	Brain - Cortex	0.669	0.443	0.623	0.662438833683	1.832
ENST00000414784	Muscle - Skeletal	0.391	0.353	0.334	0.902042715656	1.558
ENST00000414784	Brain - Spinal cord (cervical c-1)	0.496	0.403	0.410	0.812992925732	1.543
ENST00000414784	Uterus	0.354	0.366	0.270	1.03616734827	1.302
ENST00000414784	Brain - Nucleus accumbens (basal ganglia)	0.634	0.441	0.602	0.69563517294	1.645
ENST00000414784	Brain - Caudate (basal ganglia)	0.484	0.405	0.427	0.837597624015	1.583
ENST00000414784	Minor Salivary Gland	0.154	0.208	0.000	1.35350331723	0.667
ENST00000414784	Artery - Aorta	0.154	0.201	0.000	1.3044392811	0.744
ENST00000414784	Whole Blood	0.120	0.175	0.000	1.46117868458	0.671
ENST00000414784	Kidney - Cortex	0.126	0.165	0.000	1.31168639263	0.601
ENST00000414784	Nerve - Tibial	0.304	0.284	0.261	0.936305207081	1.207
ENST00000414784	Brain - Frontal Cortex (BA9)	0.599	0.422	0.538	0.703323701664	1.816
ENST00000414784	Adipose - Visceral (Omentum)	0.108	0.158	0.000	1.46157194357	0.609
ENST00000414784	Adrenal Gland	0.158	0.200	0.000	1.27013385926	0.773
ENST00000414784	Lung	0.138	0.185	0.000	1.33715397927	0.708
ENST00000414784	Cells - Transformed fibroblasts	0.178	0.213	0.000	1.19292985282	0.788
ENST00000414784	Artery - Tibial	0.132	0.182	0.000	1.377670521	0.696
ENST00000414784	Colon - Sigmoid	0.298	0.293	0.269	0.985126678582	1.120
ENST00000414784	Pituitary	0.380	0.302	0.296	0.795933236372	1.122
ENST00000414784	Brain - Substantia nigra	0.601	0.469	0.583	0.779982515239	1.720
ENST00000414784	Cells - EBV-transformed lymphocytes	0.145	0.170	0.114	1.17228029327	0.598
ENST00000397688	Thyroid	2.568	1.668	2.201	0.649516503218	6.869
ENST00000397688	Testis	0.318	0.295	0.235	0.925112270893	1.099
ENST00000397688	Brain - Anterior cingulate cortex (BA24)	0.103	0.142	0.000	1.38798129988	0.519
ENST00000397688	Skin - Not Sun Exposed (Suprapubic)	0.704	0.564	0.607	0.80136280065	2.373
ENST00000397688	Ovary	0.338	0.396	0.217	1.17159555583	1.610
ENST00000397688	Vagina	0.749	0.646	0.563	0.861519426111	2.608
ENST00000397688	Heart - Atrial Appendage	1.070	0.803	0.907	0.749959742879	3.171
ENST00000397688	Esophagus - Muscularis	0.906	0.596	0.775	0.6574322552	2.485
ENST00000397688	Brain - Cerebellar Hemisphere	0.000	0.000	0.000	0	0.000
ENST00000397688	Small Intestine - Terminal Ileum	1.173	0.803	1.090	0.684323460843	2.970
ENST00000397688	Breast - Mammary Tissue	1.403	0.966	1.281	0.68898724845	4.085
ENST00000397688	Stomach	0.513	0.486	0.397	0.946948362926	1.798
ENST00000397688	Brain - Cerebellum	0.000	0.000	0.000	0	0.000
ENST00000397688	Esophagus - Mucosa	0.212	0.238	0.179	1.11991295503	0.959
ENST00000397688	Brain - Putamen (basal ganglia)	0.156	0.196	0.000	1.25812889083	0.751
ENST00000397688	Artery - Coronary	6.085	3.423	6.037	0.562587573884	15.551
ENST00000397688	Liver	0.075	0.137	0.000	1.82801430528	0.573
ENST00000397688	Esophagus - Gastroesophageal Junction	1.118	0.789	1.071	0.70536578923	3.358
ENST00000397688	Brain - Hypothalamus	0.249	0.276	0.176	1.10826214003	1.156
ENST00000397688	Colon - Transverse	1.034	0.728	0.933	0.704752287286	3.055
ENST00000397688	Prostate	0.655	0.501	0.579	0.765260197564	1.917
ENST00000397688	Brain - Amygdala	0.134	0.186	0.000	1.38624362642	0.673
ENST00000397688	Pancreas	0.436	0.369	0.330	0.847741994368	1.536
ENST00000397688	Adipose - Subcutaneous	2.854	1.567	2.690	0.548896956855	7.459
ENST00000397688	Skin - Sun Exposed (Lower leg)	1.075	0.799	0.892	0.744007826329	3.452
ENST00000397688	Spleen	3.180	1.910	2.662	0.600475922631	8.128
ENST00000397688	Brain - Hippocampus	0.144	0.204	0.000	1.41451187371	0.753
ENST00000397688	Heart - Left Ventricle	0.543	0.422	0.476	0.777717282589	1.840
ENST00000397688	Brain - Cortex	0.056	0.096	0.000	1.72497888421	0.348
ENST00000397688	Muscle - Skeletal	0.298	0.320	0.202	1.0749641179	1.242
ENST00000397688	Brain - Spinal cord (cervical c-1)	0.465	0.414	0.373	0.890214311308	1.594
ENST00000397688	Uterus	1.846	1.335	1.509	0.723240095489	5.339
ENST00000397688	Brain - Nucleus accumbens (basal ganglia)	0.099	0.135	0.000	1.3734640617	0.484
ENST00000397688	Brain - Caudate (basal ganglia)	0.196	0.208	0.152	1.0632857016	0.795
ENST00000397688	Minor Salivary Gland	1.639	1.038	1.471	0.633593167581	4.241
ENST00000397688	Artery - Aorta	8.197	3.720	8.108	0.453854349892	18.536
ENST00000397688	Whole Blood	0.643	0.628	0.464	0.976971863874	2.762
ENST00000397688	Kidney - Cortex	0.608	0.571	0.455	0.939033510272	2.266
ENST00000397688	Nerve - Tibial	1.609	1.033	1.404	0.641657161941	4.513
ENST00000397688	Brain - Frontal Cortex (BA9)	0.086	0.106	0.000	1.24224080587	0.351
ENST00000397688	Adipose - Visceral (Omentum)	2.583	1.629	2.380	0.630765323732	7.103
ENST00000397688	Adrenal Gland	1.468	0.939	1.347	0.639882473608	3.822
ENST00000397688	Lung	3.208	1.931	3.034	0.601860029019	8.811
ENST00000397688	Cells - Transformed fibroblasts	0.236	0.285	0.157	1.2036886949	1.089
ENST00000397688	Artery - Tibial	5.428	3.046	5.024	0.561146586908	13.950
ENST00000397688	Colon - Sigmoid	0.956	0.668	0.887	0.699314706486	2.726
ENST00000397688	Pituitary	0.589	0.518	0.429	0.880471104108	1.921
ENST00000397688	Brain - Substantia nigra	0.426	0.394	0.285	0.925707892861	1.512
ENST00000397688	Cells - EBV-transformed lymphocytes	0.000	0.000	0.000	0	0.000
ENST00000411743	Thyroid	0.000	0.000	0.000	0	0.000
ENST00000411743	Testis	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Anterior cingulate cortex (BA24)	0.000	0.000	0.000	0	0.000
ENST00000411743	Skin - Not Sun Exposed (Suprapubic)	0.000	0.000	0.000	0	0.000
ENST00000411743	Ovary	0.000	0.000	0.000	0	0.000
ENST00000411743	Vagina	0.000	0.000	0.000	0	0.000
ENST00000411743	Heart - Atrial Appendage	0.000	0.000	0.000	0	0.000
ENST00000411743	Esophagus - Muscularis	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Cerebellar Hemisphere	0.000	0.000	0.000	0	0.000
ENST00000411743	Small Intestine - Terminal Ileum	0.000	0.000	0.000	0	0.000
ENST00000411743	Breast - Mammary Tissue	0.000	0.000	0.000	0	0.000
ENST00000411743	Stomach	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Cerebellum	0.000	0.000	0.000	0	0.000
ENST00000411743	Esophagus - Mucosa	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Putamen (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000411743	Artery - Coronary	0.000	0.000	0.000	0	0.000
ENST00000411743	Liver	0.000	0.000	0.000	0	0.000
ENST00000411743	Esophagus - Gastroesophageal Junction	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Hypothalamus	0.000	0.000	0.000	0	0.000
ENST00000411743	Colon - Transverse	0.000	0.000	0.000	0	0.000
ENST00000411743	Prostate	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Amygdala	0.000	0.000	0.000	0	0.000
ENST00000411743	Pancreas	0.000	0.000	0.000	0	0.000
ENST00000411743	Adipose - Subcutaneous	0.000	0.000	0.000	0	0.000
ENST00000411743	Skin - Sun Exposed (Lower leg)	0.000	0.000	0.000	0	0.000
ENST00000411743	Spleen	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Hippocampus	0.000	0.000	0.000	0	0.000
ENST00000411743	Heart - Left Ventricle	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Cortex	0.000	0.000	0.000	0	0.000
ENST00000411743	Muscle - Skeletal	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Spinal cord (cervical c-1)	0.000	0.000	0.000	0	0.000
ENST00000411743	Uterus	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Nucleus accumbens (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Caudate (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000411743	Minor Salivary Gland	0.000	0.000	0.000	0	0.000
ENST00000411743	Artery - Aorta	0.000	0.000	0.000	0	0.000
ENST00000411743	Whole Blood	0.000	0.000	0.000	0	0.000
ENST00000411743	Kidney - Cortex	0.000	0.000	0.000	0	0.000
ENST00000411743	Nerve - Tibial	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Frontal Cortex (BA9)	0.000	0.000	0.000	0	0.000
ENST00000411743	Adipose - Visceral (Omentum)	0.000	0.000	0.000	0	0.000
ENST00000411743	Adrenal Gland	0.000	0.000	0.000	0	0.000
ENST00000411743	Lung	0.000	0.000	0.000	0	0.000
ENST00000411743	Cells - Transformed fibroblasts	0.000	0.000	0.000	0	0.000
ENST00000411743	Artery - Tibial	0.000	0.000	0.000	0	0.000
ENST00000411743	Colon - Sigmoid	0.000	0.000	0.000	0	0.000
ENST00000411743	Pituitary	0.000	0.000	0.000	0	0.000
ENST00000411743	Brain - Substantia nigra	0.000	0.000	0.000	0	0.000
ENST00000411743	Cells - EBV-transformed lymphocytes	0.000	0.000	0.000	0	0.000
ENST00000363652	Thyroid	0.000	0.000	0.000	0	0.000
ENST00000363652	Testis	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Anterior cingulate cortex (BA24)	0.000	0.000	0.000	0	0.000
ENST00000363652	Skin - Not Sun Exposed (Suprapubic)	0.000	0.000	0.000	0	0.000
ENST00000363652	Ovary	0.000	0.000	0.000	0	0.000
ENST00000363652	Vagina	0.000	0.000	0.000	0	0.000
ENST00000363652	Heart - Atrial Appendage	0.000	0.000	0.000	0	0.000
ENST00000363652	Esophagus - Muscularis	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Cerebellar Hemisphere	0.000	0.000	0.000	0	0.000
ENST00000363652	Small Intestine - Terminal Ileum	0.000	0.000	0.000	0	0.000
ENST00000363652	Breast - Mammary Tissue	0.000	0.000	0.000	0	0.000
ENST00000363652	Stomach	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Cerebellum	0.000	0.000	0.000	0	0.000
ENST00000363652	Esophagus - Mucosa	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Putamen (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000363652	Artery - Coronary	0.000	0.000	0.000	0	0.000
ENST00000363652	Liver	0.000	0.000	0.000	0	0.000
ENST00000363652	Esophagus - Gastroesophageal Junction	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Hypothalamus	0.000	0.000	0.000	0	0.000
ENST00000363652	Colon - Transverse	0.000	0.000	0.000	0	0.000
ENST00000363652	Prostate	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Amygdala	0.000	0.000	0.000	0	0.000
ENST00000363652	Pancreas	0.000	0.000	0.000	0	0.000
ENST00000363652	Adipose - Subcutaneous	0.000	0.000	0.000	0	0.000
ENST00000363652	Skin - Sun Exposed (Lower leg)	0.000	0.000	0.000	0	0.000
ENST00000363652	Spleen	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Hippocampus	0.000	0.000	0.000	0	0.000
ENST00000363652	Heart - Left Ventricle	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Cortex	0.000	0.000	0.000	0	0.000
ENST00000363652	Muscle - Skeletal	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Spinal cord (cervical c-1)	0.000	0.000	0.000	0	0.000
ENST00000363652	Uterus	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Nucleus accumbens (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Caudate (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000363652	Minor Salivary Gland	0.000	0.000	0.000	0	0.000
ENST00000363652	Artery - Aorta	0.000	0.000	0.000	0	0.000
ENST00000363652	Whole Blood	0.000	0.000	0.000	0	0.000
ENST00000363652	Kidney - Cortex	0.000	0.000	0.000	0	0.000
ENST00000363652	Nerve - Tibial	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Frontal Cortex (BA9)	0.000	0.000	0.000	0	0.000
ENST00000363652	Adipose - Visceral (Omentum)	0.000	0.000	0.000	0	0.000
ENST00000363652	Adrenal Gland	0.000	0.000	0.000	0	0.000
ENST00000363652	Lung	0.000	0.000	0.000	0	0.000
ENST00000363652	Cells - Transformed fibroblasts	0.000	0.000	0.000	0	0.000
ENST00000363652	Artery - Tibial	0.000	0.000	0.000	0	0.000
ENST00000363652	Colon - Sigmoid	0.000	0.000	0.000	0	0.000
ENST00000363652	Pituitary	0.000	0.000	0.000	0	0.000
ENST00000363652	Brain - Substantia nigra	0.000	0.000	0.000	0	0.000
ENST00000363652	Cells - EBV-transformed lymphocytes	0.000	0.000	0.000	0	0.000
ENST00000384234	Thyroid	0.000	0.000	0.000	0	0.000
ENST00000384234	Testis	0.000	0.000	0.000	0	0.000
